B.L. Stryker: The Best Of B.L. Stryker	B.L. Stryker	0.333333	0.74359	1	0.5	-1.638342	1	1
B.L. Stryker: The Complete 1st & 2nd Seasons: The Complete Series	B.L. Stryker	0.19697	0.701632	1	0.329114	-2.071677	1	1
B.L. Stryker: The Complete 1st Season	B.L. Stryker	0.342105	0.746289	1	0.509804	-1.607766	1	1
B.L. Stryker: The Complete 2nd Season	B.L. Stryker	0.342105	0.746289	1	0.509804	-1.607766	1	1
B.O.B.'s Big Break	Berlin Break	0.473684	0.68496	0.716464	0.5625	-1.954131	0	0
B.O.B.'s Big Break (Checkpoint)	Best Ranger Competition	0.1875	0.658292	0.692463	0.392857	-2.516249	1	0
B.O.B.'s Big Break / Shrek 3-D: Party In The Swamp	B.O.X.	0.117647	0.604108	0.762465	0.206897	-2.718164	1	0
B.O.B.'s Big Break / Shrek 3-D: Party In The Swamp (Checkpoint)	Behind the Mask Show: The Story of the US Mercs Paintball Team	0.203125	0.6134	0.65206	0.409449	-2.60853	1	0
B.O.O.S.T. Karate For Children	B.O.O.S.	0.290323	0.715651	0.94313	0.45	-1.907969	1	1
B.O.O.S.T. Karate For Children: By Robert Ferguson And Bill Wallace	B.O.O.S.	0.132353	0.668845	0.933769	0.233766	-2.362653	1	1
B.O.Y.D.	B.O.G.E.	0.777778	0.851852	0.911111	0.777778	-0.38393	0	0
B.S. DVD Scrap	BS Detector	0.4	0.683333	0.715	0.518519	-2.112944	0	0
B.T.K.	B.O.X.	0.714286	0.809524	0.847619	0.714286	-0.838172	0	0
B.east	Beast	0.857143	0.952381	0.957143	0.923077	0.398903	0	1
B24: Bombers Over Normandy: The Victory Bombers	Buck Commander: Protected by Under Armour	0.270833	0.640873	0.676786	0.4	-2.514057	1	0
B24: Target Japan: The Victory Bombers	Battleground Earth: Ludacris vs. Tommy Lee	0.179487	0.672302	0.705072	0.341463	-2.542039	1	0
B24: Target Nazi Europe The Victory Bombers	Byzantium a Tale of Three Cities	0.295455	0.668586	0.701727	0.441558	-2.363335	1	0
B24: Trilogy: Bombers Over Normandy: The Victory Bombers / Target Japan: The Victory Bombers / Target Nazi Europe ...	Brothers Grimm Fairy Tales: Poseidon God of Water - 20, Story Time	0.262712	0.559999	0.603999	0.378378	-2.752137	1	0
B2K: Introducing B2K (DVD-Single)	BFD (Brain Food Daily)	0.323529	0.631117	0.668005	0.421053	-2.479492	1	0
B2K: Introducing B2K (DVD-Single/ Jewelbox)	Big Ken Presents: Underground Videos	0.181818	0.614619	0.653157	0.37037	-2.659753	1	0
B2K: Live At The House Of Blues	Bear in the Big Blue House	0.34375	0.692295	0.723065	0.508475	-2.152635	1	0
B2K: Pandemonium! (DVD/CD Combo/ Special Edition)	Bizarre Foods - Delicious Destinations	0.26	0.619915	0.657923	0.382022	-2.599072	1	0
B2K: Ultimate Video Collection	Ben 10: Ultimate Challenge	0.419355	0.711967	0.740771	0.62069	-1.819134	1	0
B4 They Were ... Headliners, Vol. 1	Beyond Wall Street: The Art of Investing	0.055556	0.63802	0.674218	0.363636	-2.634206	1	0
B4 They Were?, Vol. 2: The Four Horsemen	Best of Search for the Hottest Girl in America	0.121951	0.627051	0.664346	0.386364	-2.626808	1	0
B4 They Were?, Vol. 3: The Clique: Shawn Michael / Scott Hall	Behind the Mask Show: The Story of the US Mercs Paintball Team	0.193548	0.651182	0.686063	0.4	-2.524231	1	0
B4U Full Volume	Bob's Full House	0.5625	0.778186	0.800368	0.666667	-1.318334	0	0
B5: The Journey So Far	Better Than Four	0.304348	0.679789	0.71181	0.45	-2.311854	0	0
BARS [Bay Area Rap Scene] Awards: 1st Annual	Buddy Bear's Musical Adventure Happy and You Know It	0.088889	0.64142	0.677278	0.367347	-2.617897	1	0
BASEketball	Basketball	0.75	0.856061	0.870455	0.782609	-0.481742	0	1
BASToF Syndrome #1: Fear & Lemons	BASToF Syndrome	0.470588	0.792892	1	0.64	-1.120631	1	1
BASToF Syndrome #2: The Hacker	BASToF Syndrome	0.516129	0.807124	1	0.680851	-0.944909	1	1
BASToF Syndrome #3: Riddle's Interventions	BASToF Syndrome	0.372093	0.762112	1	0.542373	-1.487966	1	1
BASToF Syndrome #4: Secrets Revealed	BASToF Syndrome	0.432432	0.780968	1	0.603774	-1.265384	1	1
BASToF Syndrome #5: Past Echoes	BASToF Syndrome	0.5	0.802083	1	0.666667	-1.007452	1	1
BASToF Syndrome #6: Endgame	BASToF Syndrome	0.571429	0.824405	1	0.727273	-0.728597	1	1
BB2005/06: Communication Agencies In Sweden (Book w/ DVD)	Buongiorno Cina - Storie del secolo cinese	0.241379	0.632338	0.669104	0.376238	-2.58259	1	0
BBC Acting Series: Acting In Film: Michael Caine	Bassie en Adriaan en het geheim van de sleutel	0.244898	0.652971	0.687674	0.395833	-2.500356	1	0
BBC Acting Series: Acting In High Comedy: Maria Aitken	Bassie en Adriaan en het geheim van de schatkaart	0.236364	0.657256	0.69153	0.380952	-2.511715	1	0
BBC Acting Series: Acting In Opera: Jonathan Miller	BBC Learning Episode: Brazil - Music Dance and Art	0.269231	0.677208	0.806325	0.427184	-2.241516	1	0
BBC Acting Series: Acting In Restoration Comedy: Simon Callow	Battle Jar: Resolving Arguments Since the Dawn of Time	0.225806	0.677835	0.710052	0.393162	-2.443943	1	0
BBC Acting Series: Acting In Shakespearean Comedy: Janet Suzman	Bassie en Adriaan en het geheim van de schatkaart	0.265625	0.696672	0.727004	0.421053	-2.32912	1	0
BBC Acting Series: Acting In Tragedy: Brian Cox	BBC Concert Orchestra: Learning	0.291667	0.662927	0.797756	0.475	-2.192918	1	0
BBC Acting Series: The Complete Set: Film / Opera / Tragedy / Restoration Comedy / High Comedy / Shakespearean Comedy	Böttinger	0.076271	0.586441	0.627797	0.140625	-2.925657	1	0
BBC Atlas Of The Natural World: Afric And Europe	Blood Feud: Blood Isn't Always Thicker Than Water	0.102041	0.644234	0.67981	0.343434	-2.634198	1	0
BBC Atlas Of The Natural World: Collection (12-Disc)	Blood Feud: Blood Isn't Always Thicker Than Water	0.113208	0.659551	0.693596	0.330097	-2.606848	1	0
BBC Atlas Of The Natural World: Western Hemisphere	Battle of the Sexes: in the Animal World	0.27451	0.675898	0.708308	0.413043	-2.395587	1	0
BBC Atlas Of The Natural World: Western Hemisphere & Antarctica / Africa & Europe	Battlefield: The Battles That Won the Second World War	0.268293	0.623559	0.661203	0.379562	-2.588094	1	0
BBC Atlas Of The Natural World: Wild Africa	Born from the Flank: Wilada Min Alkhasira	0.272727	0.645258	0.680732	0.44186	-2.444473	1	0
BBC Big Band Orchestra: The Best Of Big Band (DVD/CD Combo)	Breakfast with the Arts (Richard Rodgers: Falling in Love)	0.166667	0.614397	0.652957	0.352941	-2.684399	1	0
BBC Classic Comedy Collection: Black Adder, Vol. 2 & 3 / Fawlty Towers, Vol. 1 - 3 / Keeping Up Appearances, Vol. 1 / ...	Black Comedy	0.090164	0.569682	0.612714	0.177778	-2.940719	1	0
BBC Classics Collection: Sense And Sensibility (1981) / Emma / Mansfield Park / Persuasion / Pride And Prejudice / ...	BBC 3	0.042017	0.56676	0.740056	0.08	-2.862101	1	0
BBC Cosmic Comedy Collection: The Hitchhiker's Guide To The Galaxy (1981) / Red Dwarf Series 3 - 6	Brothers Grimm Fairy Tales: Poseidon God of Water - 20, Story Time	0.212121	0.577505	0.619755	0.337349	-2.776336	1	0
BBC Cutting Edge Comedy Collection: The Office (2001): 1st & 2nd Series / The Office Special / Little Britain: 1st Series / ...	BBC 3	0.039062	0.565972	0.739583	0.074627	-2.865022	1	0
BBC Drama Collection: Wives And Daughters / Middlemarch / Jane Eyre / Lost Prince / Daniel Deronda / Barchester Chronicles / ...	Boy's Life: Backstage at 'Peter and the Starcatcher' with Adam Chanler-Berat	0.255814	0.578251	0.620426	0.339806	-2.754969	1	0
BBC Earth Collection: Planet Earth (2006) / Earth: The Biography	Battlefield: The Battles That Won the Second World War	0.215385	0.630886	0.667797	0.4	-2.569288	1	0
BBC High Definition Natural History Collection (Blu-ray): Planet Earth (2006) / Wild China / Galapagos / Ganges	Boy's Life: Backstage at 'Peter and the Starcatcher' with Adam Chanler-Berat	0.214286	0.573493	0.616144	0.349206	-2.772475	1	0
BBC High Definition Natural History Collection 2 (Blu-ray): Life / Nature's Most Amazing Events / Wild Pacific / ...	Bought with Love: The Secret History of British Art Collections	0.239316	0.567308	0.610577	0.364641	-2.760689	1	0
BBC History Of World War II (12-Disc): Nazis: A Warning From History / Road To War: Great Britain, Italy, ... / ...	Bistro	0.060345	0.585796	0.627217	0.113821	-2.937512	1	0
BBC History Of World War II (12-Disc/ Old Version): Nazis: A Warning From History / Road To War: Great Britain, Italy, ... / ...	Bistro	0.054264	0.584348	0.625914	0.102941	-2.943917	1	0
BBC Holiday Collection (4-Disc): Are You Being Served?: Christmas Crackers / Good Neighbors: Silly But It's Fun / ...	BBC 3	0.042373	0.566855	0.740113	0.080645	-2.861742	1	0
BBC Holiday Comedy (2-Disc): Are You Being Served?: Christmas Crackers / Good Neighbors: Silly But It's Fun / ...	Brothers Grimm Fairy Tales: Poseidon God of Water - 20, Story Time	0.22807	0.570129	0.613116	0.320442	-2.805496	1	0
BBC Holiday Drama (2-Disc): All Creatures Great And Small: Merry Gentlemen / Ballykissangel: Happy As A Turkey On ... / ...	Boy's Life: Backstage at 'Peter and the Starcatcher' with Adam Chanler-Berat	0.217742	0.576854	0.619168	0.308458	-2.805371	1	0
BBC Natural History Collection (Alternate UPC): Planet Earth / Blue Planet: Seas Of Life / Life Of Mammals / Life Of Birds	Boy's Life: Backstage at 'Peter and the Starcatcher' with Adam Chanler-Berat	0.243902	0.576663	0.618997	0.34	-2.763617	1	0
BBC Natural History Collection 1: Planet Earth (Blu-ray)	Battle History of the U. S. Coast Guard	0.385965	0.63655	0.672895	0.494845	-2.30612	1	0
BBC Natural History Collection 1: Planet Earth (Speical Edition)	Bailando por un sueño: 1er campeonato internacional de baile	0.215385	0.654449	0.689004	0.396825	-2.509664	1	0
BBC Natural History Collection 2: Featuring Life	Boost Mobile Major League Gaming Pro Circuit	0.183673	0.674321	0.706889	0.382979	-2.485865	1	0
BBC Natural History Collection: Planet Earth / Blue Planet: Seas Of Life / Life Of Mammals / Life Of Birds	Boy's Life: Backstage at 'Peter and the Starcatcher' with Adam Chanler-Berat	0.252336	0.577916	0.620125	0.358696	-2.736405	1	0
BBC Royalty (2-Disc)	Bay City Blues	0.333333	0.679365	0.711429	0.388889	-2.37841	1	0
BBC Shakespeare Plays DVD Series	Barney Blake, Police Reporter	0.242424	0.675613	0.708052	0.412698	-2.415825	1	0
BBC Singer Of The World In Cardiff: Twenty Years	Blood & Iron: The Story of the German War Machine	0.204082	0.665454	0.698908	0.40404	-2.475297	1	0
BBC Tudors Collection: Shadow Of The Tower / The Six Wives Of Henry VIII / The Other Boleyn Girl / Elizabeth R	Bishojo Celebrity Panchanne: The Wife is a Superheroine!	0.27027	0.570514	0.613462	0.369048	-2.734171	1	0
BBC Ultimate Comedy Megapack: Absolutely Fabulous / Black Adder / Father Ted / Fawlty Towers / Red Dwarf / The Young Ones / ...	BC Times	0.0625	0.571181	0.614062	0.116788	-2.965352	1	0
BBMak: Music In High Places	BPM: Music	0.357143	0.713203	0.741883	0.512821	-2.067844	1	1
BBMak: Sooner And Later: Our First Year In America	Border Security: Canada's Front Line	0.27451	0.67973	0.711757	0.409091	-2.389835	1	0
BBQ Pitmasters	BBQ Pitmasters	1	1	1	1	1.00006	0	1
BBQ Secrets: The Master Guide To Extraordinary Barbecue Cookin'	Blush: The Search for America's Greatest Makeup Artist	0.25	0.662859	0.696573	0.403361	-2.460238	1	0
BBQ Series: BBQ Basics Ribs, Wings & Legs	Belize Sports: Rock, Paper, Scissors Championships	0.119048	0.631419	0.668277	0.387097	-2.615544	1	0
BBQ Series: Choice Chops Veal Pork & Lamb Chops	Bret Michaels and the Zombie Apocalypse of Love	0.166667	0.660354	0.694318	0.4375	-2.462042	1	0
BBQ Series: Grill Gourmet Meats, Marinades & Veggies	Bassie en Adriaan en de reis vol verrassingen	0.264151	0.677099	0.70939	0.40404	-2.410596	1	0
BBQ Series: Hickory Kabob Vegetable & Meat Kabobs	Bes v rebro, ili Velikolepnaya chetvyorka	0.22	0.621429	0.659286	0.369565	-2.628881	1	0
BBoy Footwork #1: Beginner	Bollywood on Line	0.37037	0.670465	0.703419	0.488889	-2.228044	0	0
BBoy Footwork #2: Intermediate	Betty Crocker Star Matinee	0.290323	0.675711	0.70814	0.413793	-2.384957	1	0
BBoy Foundation	BET.com Countdown	0.375	0.735901	0.762311	0.588235	-1.845812	0	0
BBoy Freezes #1: Intermediate	Big Brother: The Insider	0.3	0.692515	0.723263	0.4	-2.347968	1	0
BBoy Olympics	Boy Dominic	0.5	0.746032	0.771429	0.615385	-1.618476	0	0
BBoy Unit World Championship	Big Wolf on Campus	0.37931	0.735443	0.761899	0.541667	-1.925689	1	0
BBoy Universe: Phenomenal Evolution (Deluxe Edition/ 2-Disc)	Bad Universe	0.180328	0.644388	0.67995	0.297297	-2.662856	1	0
BBoys: Beyond Battles	Bobby's Dinner Battle	0.454545	0.754545	0.779091	0.636364	-1.603733	0	0
BCS National Championship 2008	BBC Africa Cup of Nations 2008	0.354839	0.723118	0.750806	0.580645	-1.921534	1	0
BEET The Vandel Buster #1: The Sacrifice	Boneyard: The Secret Life of Machines	0.243902	0.690394	0.721354	0.455696	-2.31217	1	0
BEET The Vandel Buster #2: Jiiku Warriors	Based on a Couple of True Stories	0.285714	0.656844	0.69116	0.394737	-2.467614	1	0
BEET The Vandel Buster #3: King Of Tragedy	BET: The Next	0.232558	0.648948	0.719158	0.385965	-2.486278	1	0
BET Four Play (4-Disc): Rhapsody / A Private Affair / Playing With Fire / Intimate Betrayal	Boy's Life: Backstage at 'Peter and the Starcatcher' with Adam Chanler-Berat	0.228261	0.597567	0.63781	0.402367	-2.647029	1	0
BET Hip-Hop Awards 2007	Bad Trips Abroad	0.291667	0.679047	0.711143	0.439024	-2.338841	0	0
BET Pictures Presents: A Private Affair	Best Time Ever with Neil Patrick Harris	0.225	0.672989	0.70569	0.4	-2.44927	1	0
BET Pictures Presents: After All	Business Matters: A Prophet Unheard	0.121212	0.684007	0.715606	0.405797	-2.45297	1	0
BET Pictures Presents: Midnight Blue	Bravo Profiles: The Entertainment Business	0.243243	0.687217	0.718495	0.45	-2.330109	1	0
BET Triple Play: Fire And Ice / One Special Moment / Commitments (2001)	Brothers Grimm Fairy Tales: Poseidon God of Water - 20, Story Time	0.180556	0.612003	0.650803	0.345324	-2.694493	1	0
BET: Comic View: All Stars #01	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #02	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #03	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #04	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #05	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #06	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #07	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #08	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #09	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BET: Comic View: All Stars #10	BET's Comicview	0.387097	0.712366	0.798656	0.553191	-1.886953	1	1
BFF	BFFs	0.75	0.933333	0.953333	0.888889	0.085866	0	1
BJ Penn 90 Days: The Journey Of The Prodigy	Back in the Day: Life on the Praries	0.431818	0.676184	0.708565	0.54321	-2.061643	1	0
BJ Thomas: The Best Of BJ Thomas Live	Blue Highways: Voices of the Other America	0.210526	0.634749	0.671274	0.419753	-2.536147	1	0
BJ's Teddy Bear Club And Bible Stories, Vol. 1 - 2	BJ's Teddy Bear Club & Bible Stories	0.705882	0.892952	1	0.818182	-0.159149	1	1
BJ's Teddy Bear Club And Bible Stories, Vol. 3 - 4	BJ's Teddy Bear Club & Bible Stories	0.705882	0.892952	1	0.818182	-0.159149	1	1
BJ's Teddy Bear Club And Bible Stories, Vol. 5 - 6	BJ's Teddy Bear Club & Bible Stories	0.705882	0.892952	1	0.818182	-0.159149	1	1
BKO Quintet: Bamako Today (DVD/CD Combo)	Buen día para todos (BDPT)	0.341463	0.644277	0.679849	0.411765	-2.442488	1	0
BKO: Bangkok Knockout	Breaking Point	0.318182	0.657071	0.691364	0.432432	-2.393869	1	0
BKO: Bangkok Knockout (Blu-ray)	BFD (Brain Food Daily)	0.28125	0.634446	0.671002	0.472727	-2.425606	1	0
BLAST! (2008)	Beyond 2000	0.428571	0.642857	0.678571	0.461538	-2.30038	0	0
BLS For Healthcare Providers: Professional (2006)	BraveHeart Women TV Professional Success	0.42	0.673753	0.706378	0.527473	-2.108221	1	0
BLS For Healthcare Providers: Professional (2011)	BraveHeart Women TV Professional Success	0.42	0.673753	0.706378	0.527473	-2.108221	1	0
BLS Review	Bum Reviews	0.727273	0.856061	0.870455	0.782609	-0.519595	0	0
BLS Skills Review (2008)	BBC Music Live 2000	0.4	0.681905	0.713714	0.488889	-2.165995	0	0
BLS Skills Review (2011)	Bob Mills' Big 80's	0.4	0.663333	0.697	0.488889	-2.222992	0	0
BMF Story	Bible Story	0.6	0.822222	0.84	0.727273	-0.972839	0	0
